A,B,f,ANAME,ANFOL,AFNAME,ADESCRIPTION,BNAME,BNFOL,BFNAME,BDESCRIPTION
1121856729787043842,138972162,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",jaypeetwo,1194,,"Indépendantiste, Souverainiste, Péquiste. Je ne veux et souhaite qu’une seule chose faire de cette Belle Province un PAYS Militant depuis 1970"
1121856729787043842,142284937,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",InfosKDK,1296,,Compte infos de la #KatibaDesKuffars @KD__Kuffars @KDKTargets
1121856729787043842,1477577527,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",mydaphne,723,daphnée matricule497,"Surprise d'être fichée par la Macronie comme dangereuse opposante politique. Cela rappelle ""les heures les plus sombres""que cette macronie brandit souvent!"
1121856729787043842,1560664110,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",i24NEWS_FR,43208,i24NEWS Français,"i24NEWS, la chaîne d'information internationale en continu depuis le coeur du Moyen-Orient. LIVE: http://www.i24news.tv/fr/tv/live"
1121856729787043842,1635233568,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",BrunoBilde,8453,Bruno Bilde,Député RN du Pas-de-Calais | Conseiller spécial de @MLP_officiel
1121856729787043842,1945226641,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",KoalaSansA_r_me,218,,"Je me moque d’être suivi, je me fous des progressistes, et mes affinités ne sont pas mes pensées. Libre : Tous les gourous sont nuancés de gris..."
1121856729787043842,225129345,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",Merledesislesjh,36,MERLE des ISLES,None
1121856729787043842,238255951,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",trinacrie,2891,,"NON fascisme communisme islamisme La libre communication des pensées et des opinions est un DROIT de l'Homme:tout citoyen peut parler,écrire,imprimer librement"
1121856729787043842,2436059215,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",Dogodos,286,,Secure The Peace✨
1121856729787043842,2473486548,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",journalPresent,7611,,"Présent, cinq fois par semaine par abonnement - ou en kiosque: 
http://www.trouverlapresse.com/LOP/start.do"
1121856729787043842,254502535,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",islamisationfr,9297,,"Observatoire de l'islamisation- dirigé par  Joachim Véliocas , auteur d'essais et analyste."
1121856729787043842,2717775047,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",jss7581,669,,Le politiquement correct est la langue de gens qui tremblent à l'idée de ce qui pourrait arriver s'ils arrêtaient de se mentir (Pierre MANENT)
1121856729787043842,283596167,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",majoalm,1920,madeleine millette,"Souverainiste, Péquiste Seulement 4 ans pr faire la révolution!"
1121856729787043842,285804058,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",Robert_Deragon,9450,Robert Deragon,"Indépendantiste, républicain, patriote. Pour une charte de la #laïcité. http://M.Sc. Géologie, MBA. «Le Québec🇲🇶 ma nation, la France🇫🇷 mère patrie»"
1121856729787043842,292872860,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",citoyenneFrance,19047,Citoyens_Français,Presse Internationale : Géopolitique Religions Immigration Société Emploi Economie Géostratégie-INTERNATIONAL PRESS REVIEW---ОБЗОР МЕЖДУНАРОДНОЙ ПРЕССЫ
1121856729787043842,2953506202,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",cajounice,5868,CajouDesCollines ♦️🎗,POUR QUE LA FRANCE RESTE LA FRANCE 🇫🇷 NE PAS SUBIR !!!! NS LW JA combien de déceptions ....Je bloque les dragueurs ...
1121856729787043842,298133910,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",LeBlogueurLibre,3644,Le Blogueur Libre ن,Je ne réponds pas aux abrutis. C’est bien pour ça que je ne réponds jamais à mes tweets ! Je dis beaucoup de conneries & j’en répète aussi… LOL #anticonformiste
1121856729787043842,1173588610047717376,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",JeanneMolene,134,,"Antarctician cold , very cold."
1121856729787043842,1133417455269896193,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",RepBel,140,,Militant #aunomdelafr #droite #AvecBellamy
1121856729787043842,1125030156828053504,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",francaislaic,145,philippe,🇫🇷🌈
112153936,387703357,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,MAHIEUCATHERINE,1702,GauloiseRéfractaire🎅,☃️ #JeSoutiensZemmour
112153936,1199820820278849537,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020
112153936,1241669749,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,JstLangevin,15041,chouquette SPF matricule 2,Gaulliste et Sarkozyste depuis toujours Cercle du Cotentin suivie par @NicolasSarkozy @Matteo Salvini @David Margueritte @Twystsky Verlaine D.Lunel......
112153936,1389044180,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,justelebonsens,2816,justunpeudebonsens,"Dirigeant de pme, essaye d'être guidé par le bon sens. Modéré par nature, à droite, exaspéré par le sectarisme d'1 gauche idéologue et crétine. Droite où es-tu?"
112153936,2464135300,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,DanielPilotte,18215,Daniel pilotte de la BAROLLIERE #Acte60,en cpl mon aïeul JACQUES MARGUERITE PILOTTE de LA BAROLLIERE ➡️ ordre Saint-Louis ➡️ Maréchal camp ➡️ général division ➡️ 1 ère LÉGION D'HONNEUR ➡️ BARON EMPIRE
112153936,2877116435,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,YannickMartin9,1562,YM 🇫🇷🇪🇸🇮🇱✝️🔯,l'important n'est pas ce que l'on dit mais ce que l'autre comprend
112153936,2953506202,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,cajounice,5868,CajouDesCollines ♦️🎗,POUR QUE LA FRANCE RESTE LA FRANCE 🇫🇷 NE PAS SUBIR !!!! NS LW JA combien de déceptions ....Je bloque les dragueurs ...
112153936,2986275514,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis"""
112153936,304858372,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,lorquaphilip,3955,Maximus Decimus,"Général des armées romaines, commandant des légions Félix..."
112153936,3327799085,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,FilFrance,12531,Fil Rouge France,Il paraît que mes tweets comportent des contenus potentiellement offensants alors qu'ils ne sont que le reflet de ce que pensent les patriotes
112153936,3337295067,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,CMARTYLUSO1,5535,CMARTYLUSO🎗♌🇵🇹🇫🇷 Z #Matricule158,"Penseur Libre & Transgresseur
ZEN Attitude
Détachement suivant Me. Eckhart
Respect & ALTÉRITÉ
Suivi par @NicolasSarkozy
@DidierMaisto @ivanrioufol"
112153936,33962372,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,ChLECHEVALIER,20951,Ch.LECHEVALIER,"Gaulliste, ex-RPR / DLR, avec Marine en Ille & Vilaine. Conseiller Régional BzH, Pr Agrégé ; Ancien Elève de l'EN3S ; Licencié en Histoire, DEA de Droit Civil"
112153936,456777022,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️"
1121856729787043842,112153936,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️
112153936,528890147,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi
112153936,577107357,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,Bassinrebel,10946,Martine RIGOLET🇫🇷Matricule 711 (Classe 1),"Je continuerai à défendre ma 🇫🇷 contre vents et marées Droite Vraie.  Suivie par DidierMaïsto,SandraVFellous,ÉricRevel,Napoléon,MarechalJacky,KimJong,Dolto..."
112153936,727425382169849856,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr
112153936,826414635783958528,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,LeGuillec2019,3019,Carole Le Guillec,"Recenser, étudier, faire connaître le patrimoine : c'est ma mission. l'Inventaire général des monuments et richesses artistiques de la France. "
112153936,901893722857766912,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️
112153936,92849144,1,sylvita30,4125,Gauloise#Bellamy#NoBertrand/SPF,100% mes ancêtres ont défendu avec honneur la patrie et je la défendrai aussi. Gaulliste de naissance je serai gaulliste jusqu'au dernier souffle✝️✡️,F_Desouche,58470,Fdesouche.com est une revue de presse,La revue de presse de http://Fdesouche.com.   Compte officiel.
1121856729787043842,105165371,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",andrebercoff,61853,André Bercoff,Ecriture.Décryptages.Voyages.Plaisirs.Intensités.Réservoir des sens.La lucidité est la blessure la plus proche du soleil (René Char)
1121856729787043842,1063845640139096065,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",reriquet,1024,Reriquet,La survie de la France va se jouer sur la capacité des gens à comprendre que l'immigration est  une arme que l'on utilise contre eux !
1121856729787043842,1096946376376795136,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",ie_sae,617,,"#municipales2020
#Paris"
1121856729787043842,1098479090422689792,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",ReySacha1,845,,Ne pas se faire d’illusion le savoir est déjà une chose   🇷🇺🇷🇸 soutient total aux musulmans chrétiens juifs ישוע orthodoxes☦️🕎
1121856729787043842,1114593339754647552,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",jeanletaxe,447,Jean Le Taxé,"Taxé! Racketté! Spolié! Muselé! Dénigré! Désinformé! Manipulé! Déshumanisé! Intoxiqué! Insulté! Envahi! Harcelé! Déculturé! Remplacé! RebelleModéré!🐸 
Français!"
1121856729787043842,305751560,1,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie.",axelrokvam,3721,,Relieur ☧ Veilleur
